, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,170153,9,18906,215534.0,9.0,23948.0,385687.0,18.0,21427.0,,,
1,Collingwood,268062,9,29785,309893.0,9.0,34433.0,577955.0,18.0,32109.0,252962.0,3.0,84321.0
2,Essendon,195300,9,21700,226483.0,9.0,25165.0,421783.0,18.0,23432.0,,,
3,Fitzroy,191700,9,21300,179638.0,9.0,19960.0,371338.0,18.0,20630.0,68213.0,1.0,68213.0
4,Footscray,211600,9,23511,186620.0,9.0,20736.0,398220.0,18.0,22123.0,,,
5,Geelong,143616,9,15957,147745.0,9.0,16416.0,291361.0,18.0,16187.0,,,
6,Hawthorn,164000,9,18222,188075.0,9.0,20897.0,352075.0,18.0,19560.0,,,
7,Melbourne,359564,9,39952,190825.0,9.0,21203.0,550389.0,18.0,30577.0,175306.0,2.0,87653.0
8,North Melbourne,134500,9,14944,213229.0,9.0,23692.0,347729.0,18.0,19318.0,145869.0,2.0,72935.0
9,Richmond,191000,9,21222,185690.0,9.0,20632.0,376690.0,18.0,20927.0,,,
10,South Melbourne,162584,9,18065,157700.0,9.0,17522.0,320284.0,18.0,17794.0,,,
11,St Kilda,203400,9,22600,194047.0,9.0,21561.0,397447.0,18.0,22080.0,,,
12,Totals,Home & Away:2395479 (22180),Finals:321175 (80294) ,Overall:2716654 (24256),,,,,,,,,
