, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Brisbane Bears,120384,11,10944,131266.0,11.0,11933.0,251650.0,22.0,11439.0,,,
1,Carlton,275287,11,25026,285834.0,11.0,25985.0,561121.0,22.0,25506.0,,,
2,Collingwood,329232,11,29930,402830.0,11.0,36621.0,732062.0,22.0,33276.0,63062.0,1.0,63062.0
3,Essendon,244507,11,22228,326825.0,11.0,29711.0,571332.0,22.0,25970.0,209756.0,3.0,69919.0
4,Fitzroy,153612,11,13965,199107.0,11.0,18101.0,352719.0,22.0,16033.0,,,
5,Footscray,161372,11,14670,168990.0,11.0,15363.0,330362.0,22.0,15016.0,,,
6,Geelong,322259,11,29296,266522.0,11.0,24229.0,588781.0,22.0,26763.0,307631.0,4.0,76908.0
7,Hawthorn,195266,11,17751,269595.0,11.0,24509.0,464861.0,22.0,21130.0,160799.0,2.0,80400.0
8,Melbourne,339693,11,30881,229222.0,11.0,20838.0,568915.0,22.0,25860.0,132144.0,2.0,66072.0
9,North Melbourne,212026,11,19275,178667.0,11.0,16242.0,390693.0,22.0,17759.0,,,
10,Richmond,225082,11,20462,205152.0,11.0,18650.0,430234.0,22.0,19556.0,,,
11,St Kilda,225312,11,20483,197371.0,11.0,17943.0,422683.0,22.0,19213.0,,,
12,Sydney,135491,11,12317,149756.0,11.0,13614.0,285247.0,22.0,12966.0,,,
13,West Coast,205603,11,18691,133989.0,11.0,12181.0,339592.0,22.0,15436.0,,,
14,Totals,Home & Away:3145126 (20423),Finals:436696 (72783) ,Overall:3581822 (22386),,,,,,,,,
