,0,1,2,3
0,Highest Home & Away Crowds,,,
1,87653,Geelong v Essendon,M.C.G.,1989.0
2,71390,Essendon v Collingwood,Waverley Park,1989.0
3,67239,Melbourne v Collingwood,M.C.G.,1989.0
4,65185,Collingwood v Geelong,M.C.G.,1989.0
5,61237,Carlton v Collingwood,Waverley Park,1989.0
6,50287,Collingwood v Hawthorn,Waverley Park,1989.0
7,44548,Collingwood v Carlton,Waverley Park,1989.0
8,42117,Fitzroy v Collingwood,Waverley Park,1989.0
9,41347,Richmond v Hawthorn,Waverley Park,1989.0
10,41080,Melbourne v Essendon,M.C.G.,1989.0
11,38865,Geelong v Melbourne,Waverley Park,1989.0
12,38128,Melbourne v Geelong,M.C.G.,1989.0
13,36785,Melbourne v Carlton,M.C.G.,1989.0
14,35217,Geelong v Collingwood,M.C.G.,1989.0
15,34617,Essendon v Carlton,Waverley Park,1989.0
16,34379,North Melbourne v Essendon,M.C.G.,1989.0
17,33615,Carlton v Hawthorn,Waverley Park,1989.0
18,33074,Carlton v Essendon,Princes Park,1989.0
19,32582,Richmond v Melbourne,M.C.G.,1989.0
20,31827,Hawthorn v Carlton,Waverley Park,1989.0
