,0,1,2,3
0,Highest Home & Away Crowds,,,
1,85673,Richmond v Carlton,M.C.G.,1980.0
2,70068,Richmond v Geelong,M.C.G.,1980.0
3,64054,Richmond v Collingwood,M.C.G.,1980.0
4,61769,Richmond v North Melbourne,M.C.G.,1980.0
5,60794,Carlton v Melbourne,Waverley Park,1980.0
6,57572,Richmond v Hawthorn,M.C.G.,1980.0
7,54675,Collingwood v North Melbourne,Waverley Park,1980.0
8,52791,Melbourne v Collingwood,M.C.G.,1980.0
9,51548,Richmond v Essendon,M.C.G.,1980.0
10,50017,Richmond v South Melbourne,Waverley Park,1980.0
11,47625,Geelong v Richmond,Waverley Park,1980.0
12,44401,Richmond v Fitzroy,M.C.G.,1980.0
13,43903,Carlton v Collingwood,Princes Park,1980.0
14,42278,Geelong v Collingwood,Kardinia Park,1980.0
15,37594,Carlton v St Kilda,Waverley Park,1980.0
16,37074,Richmond v St Kilda,M.C.G.,1980.0
17,34498,Geelong v Hawthorn,Kardinia Park,1980.0
18,34384,North Melbourne v Hawthorn,Waverley Park,1980.0
19,34224,Hawthorn v Geelong,Waverley Park,1980.0
20,34044,St Kilda v Collingwood,Waverley Park,1980.0
