, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,351028,11,31912,304051.0,11.0,27641.0,655079.0,22.0,29776.0,153465.0,2.0,76733.0
1,Collingwood,331474,11,30134,391634.0,11.0,35603.0,723108.0,22.0,32869.0,366471.0,4.0,91618.0
2,Essendon,236350,11,21486,312292.0,11.0,28390.0,548642.0,22.0,24938.0,,,
3,Fitzroy,178986,11,16271,220999.0,11.0,20091.0,399985.0,22.0,18181.0,,,
4,Footscray,184322,11,16757,192156.0,11.0,17469.0,376478.0,22.0,17113.0,,,
5,Geelong,305451,11,27768,284200.0,11.0,25836.0,589651.0,22.0,26802.0,140829.0,2.0,70415.0
6,Hawthorn,203273,11,18479,291684.0,11.0,26517.0,494957.0,22.0,22498.0,,,
7,Melbourne,272448,11,24768,243034.0,11.0,22094.0,515482.0,22.0,23431.0,,,
8,North Melbourne,220205,11,20019,291543.0,11.0,26504.0,511748.0,22.0,23261.0,83033.0,1.0,83033.0
9,Richmond,559506,11,50864,268319.0,11.0,24393.0,827825.0,22.0,37628.0,237778.0,3.0,79259.0
10,South Melbourne,202770,11,18434,242604.0,11.0,22055.0,445374.0,22.0,20244.0,,,
11,St Kilda,234316,11,21301,237613.0,11.0,21601.0,471929.0,22.0,21451.0,,,
12,Totals,Home & Away:3280129 (24849),Finals:490788 (81798) ,Overall:3770917 (27325),,,,,,,,,
