,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,153278,6,25546
1,Round 2,181873,6,30312
2,Round 3,156701,6,26117
3,Round 4,144201,6,24034
4,Round 5,206670,6,34445
5,Round 6,153053,6,25509
6,Round 7,131403,6,21901
7,Round 8,178338,6,29723
8,Round 9,146574,6,24429
9,Round 10,174350,6,29058
10,Round 11,142208,6,23701
11,Round 12,180060,6,30010
12,Round 13,148932,6,24822
13,Round 14,138449,6,23075
14,Round 15,134578,6,22430
15,Round 16,114772,6,19129
16,Round 17,168837,6,28140
17,Round 18,97195,6,16199
18,Round 19,121291,6,20215
19,Round 20,137002,6,22834
20,Round 21,123883,6,20647
21,Round 22,146481,6,24414
22,Finals,490788,6,81798
