,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7334,Kangaroos v Port Adelaide,S.C.G.,2000.0
2,9198,Kangaroos v Richmond,S.C.G.,2000.0
3,10826,Fremantle v Port Adelaide,W.A.C.A.,2000.0
4,12400,Kangaroos v Fremantle,M.C.G.,2000.0
5,16004,Hawthorn v Fremantle,Docklands,2000.0
6,16120,Melbourne v Fremantle,Docklands,2000.0
7,16310,Kangaroos v St Kilda,Docklands,2000.0
8,16415,Carlton v Port Adelaide,Princes Park,2000.0
9,17399,Geelong v Fremantle,Kardinia Park,2000.0
10,17509,St Kilda v Port Adelaide,Docklands,2000.0
11,18134,Western Bulldogs v Port Adelaide,Docklands,2000.0
12,18194,St Kilda v Brisbane Lions,Docklands,2000.0
13,18817,Western Bulldogs v Sydney,S.C.G.,2000.0
14,18976,Hawthorn v Port Adelaide,M.C.G.,2000.0
15,19116,Fremantle v Richmond,W.A.C.A.,2000.0
16,19306,Kangaroos v Sydney,S.C.G.,2000.0
17,19511,Port Adelaide v Geelong,Football Park,2000.0
18,19777,Fremantle v Geelong,Subiaco,2000.0
19,19789,Sydney v Brisbane Lions,S.C.G.,2000.0
20,19800,Fremantle v Brisbane Lions,Subiaco,2000.0
