,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,269829,8,33729
1,Round 2,234864,8,29358
2,Round 3,273264,8,34158
3,Round 4,252461,8,31558
4,Round 5,247067,8,30883
5,Round 6,262927,8,32866
6,Round 7,315636,8,39455
7,Round 8,226652,8,28332
8,Round 9,283846,8,35481
9,Round 10,250731,8,31341
10,Round 11,242134,8,30267
11,Round 12,224006,8,28001
12,Round 13,263274,8,32909
13,Round 14,271437,8,33930
14,Round 15,235230,8,29404
15,Round 16,250060,8,31258
16,Round 17,273687,8,34211
17,Round 18,199061,8,24883
18,Round 19,243507,8,30438
19,Round 20,294455,8,36807
20,Round 21,305435,8,38179
21,Round 22,321248,8,40156
22,Finals,566562,9,62951
