, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,423171,11,38470,308074.0,11.0,28007.0,731245.0,22.0,33238.0,,,
1,Brisbane Lions,301470,11,27406,262503.0,11.0,23864.0,563973.0,22.0,25635.0,82849.0,2.0,41425.0
2,Carlton,378551,11,34414,502644.0,11.0,45695.0,881195.0,22.0,40054.0,217272.0,3.0,72424.0
3,Collingwood,495134,11,45012,456212.0,11.0,41474.0,951346.0,22.0,43243.0,,,
4,Essendon,531879,11,48353,575466.0,11.0,52315.0,1107345.0,22.0,50334.0,249470.0,3.0,83157.0
5,Fremantle,245928,11,22357,285216.0,11.0,25929.0,531144.0,22.0,24143.0,,,
6,Geelong,305014,11,27729,375119.0,11.0,34102.0,680133.0,22.0,30915.0,44709.0,1.0,44709.0
7,Hawthorn,378592,11,34417,356565.0,11.0,32415.0,735157.0,22.0,33416.0,94736.0,2.0,47368.0
8,Kangaroos,243017,11,22092,411341.0,11.0,37395.0,654358.0,22.0,29744.0,182407.0,3.0,60802.0
9,Melbourne,413153,11,37559,330502.0,11.0,30046.0,743655.0,22.0,33803.0,235756.0,3.0,78585.0
10,Port Adelaide,290149,11,26377,251263.0,11.0,22842.0,541412.0,22.0,24610.0,,,
11,Richmond,484132,11,44012,369784.0,11.0,33617.0,853916.0,22.0,38814.0,,,
12,St Kilda,268638,11,24422,306041.0,11.0,27822.0,574679.0,22.0,26122.0,,,
13,Sydney,281190,11,25563,307282.0,11.0,27935.0,588472.0,22.0,26749.0,,,
14,West Coast,364500,11,33136,300758.0,11.0,27342.0,665258.0,22.0,30239.0,,,
15,Western Bulldogs,336293,11,30572,342041.0,11.0,31095.0,678334.0,22.0,30833.0,25925.0,1.0,25925.0
16,Totals,Home & Away:5740811 (32618),Finals:566562 (62951) ,Overall:6307373 (34094),,,,,,,,,
