,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,10260,South Melbourne v Melbourne,Lake Oval,1961.0
2,10500,South Melbourne v North Melbourne,Lake Oval,1961.0
3,11500,North Melbourne v Melbourne,Arden St,1961.0
4,12800,Essendon v North Melbourne,Windy Hill,1961.0
5,12815,Fitzroy v South Melbourne,Brunswick St,1961.0
6,13000,North Melbourne v St Kilda,Arden St,1961.0
7,13000,Richmond v North Melbourne,Punt Rd,1961.0
8,13500,North Melbourne v Hawthorn,Arden St,1961.0
9,13860,South Melbourne v Hawthorn,Lake Oval,1961.0
10,14000,Hawthorn v North Melbourne,Glenferrie Oval,1961.0
11,14125,South Melbourne v Essendon,Lake Oval,1961.0
12,14197,Geelong v Hawthorn,Kardinia Park,1961.0
13,14350,South Melbourne v Richmond,Lake Oval,1961.0
14,14500,South Melbourne v Fitzroy,Lake Oval,1961.0
15,14636,Carlton v St Kilda,Princes Park,1961.0
16,15000,Hawthorn v Richmond,Glenferrie Oval,1961.0
17,15000,North Melbourne v Collingwood,Arden St,1961.0
18,15000,North Melbourne v Fitzroy,Arden St,1961.0
19,15000,North Melbourne v Footscray,Arden St,1961.0
20,15177,Richmond v Hawthorn,Punt Rd,1961.0
