, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,208820,9,23202,241751.0,9.0,26861.0,450571.0,18.0,25032.0,,,
1,Collingwood,227124,9,25236,281186.0,9.0,31243.0,508310.0,18.0,28239.0,,,
2,Essendon,220500,9,24500,235600.0,9.0,26178.0,456100.0,18.0,25339.0,,,
3,Fitzroy,199141,9,22127,195042.0,9.0,21671.0,394183.0,18.0,21899.0,,,
4,Footscray,230480,9,25609,239704.0,9.0,26634.0,470184.0,18.0,26121.0,280464.0,3.0,93488.0
5,Geelong,176493,9,19610,250054.0,9.0,27784.0,426547.0,18.0,23697.0,,,
6,Hawthorn,216500,9,24056,198618.0,9.0,22069.0,415118.0,18.0,23062.0,195679.0,2.0,97840.0
7,Melbourne,402987,9,44776,216373.0,9.0,24041.0,619360.0,18.0,34409.0,173862.0,2.0,86931.0
8,North Melbourne,144500,9,16056,156695.0,9.0,17411.0,301195.0,18.0,16733.0,,,
9,Richmond,184264,9,20474,190185.0,9.0,21132.0,374449.0,18.0,20803.0,,,
10,South Melbourne,154225,9,17136,201104.0,9.0,22345.0,355329.0,18.0,19741.0,,,
11,St Kilda,262050,9,29117,220772.0,9.0,24530.0,482822.0,18.0,26823.0,86411.0,1.0,86411.0
12,Totals,Home & Away:2627084 (24325),Finals:368208 (92052) ,Overall:2995292 (26744),,,,,,,,,
