,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,150160,6,25027
1,Round 2,159076,6,26513
2,Round 3,171278,6,28546
3,Round 4,153023,6,25504
4,Round 5,151181,6,25197
5,Round 6,170714,6,28452
6,Round 7,139061,6,23177
7,Round 8,200140,6,33357
8,Round 9,110844,6,18474
9,Round 10,125618,6,20936
10,Round 11,139717,6,23286
11,Round 12,108591,6,18099
12,Round 13,142931,6,23822
13,Round 14,131149,6,21858
14,Round 15,128851,6,21475
15,Round 16,154485,6,25748
16,Round 17,155645,6,25941
17,Round 18,134620,6,22437
18,Finals,368208,4,92052
