,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40441,South Melbourne v St Kilda,Lake Oval,1923.0
2,35000,Essendon v Fitzroy,Windy Hill,1923.0
3,34765,Fitzroy v Essendon,Brunswick St,1923.0
4,33000,Carlton v Essendon,Princes Park,1923.0
5,30000,Fitzroy v Carlton,Brunswick St,1923.0
6,30000,Collingwood v Essendon,Victoria Park,1923.0
7,30000,St Kilda v Geelong,Junction Oval,1923.0
8,29979,Melbourne v Essendon,M.C.G.,1923.0
9,28000,St Kilda v Carlton,Junction Oval,1923.0
10,26000,Carlton v Fitzroy,Princes Park,1923.0
11,26000,St Kilda v Melbourne,Junction Oval,1923.0
12,25000,Essendon v Carlton,Windy Hill,1923.0
13,25000,Essendon v South Melbourne,Windy Hill,1923.0
14,25000,Richmond v South Melbourne,Punt Rd,1923.0
15,24000,St Kilda v Essendon,Junction Oval,1923.0
16,23000,Fitzroy v St Kilda,Brunswick St,1923.0
17,23000,South Melbourne v Fitzroy,Lake Oval,1923.0
18,22000,Collingwood v Richmond,Victoria Park,1923.0
19,20000,Geelong v Essendon,Corio Oval,1923.0
20,20000,Fitzroy v Collingwood,Brunswick St,1923.0
