, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,453696,11,41245,290693.0,11.0,26427.0,744389.0,22.0,33836.0,260303.0,4.0,65076.0
1,Brisbane Lions,183424,11,16675,254672.0,11.0,23152.0,438096.0,22.0,19913.0,,,
2,Carlton,358971,11,32634,477028.0,11.0,43366.0,835999.0,22.0,38000.0,,,
3,Collingwood,543391,11,49399,498040.0,11.0,45276.0,1041431.0,22.0,47338.0,,,
4,Essendon,603830,11,54894,565721.0,11.0,51429.0,1169551.0,22.0,53161.0,71154.0,1.0,71154.0
5,Fremantle,254143,11,23104,298883.0,11.0,27171.0,553026.0,22.0,25138.0,,,
6,Geelong,312078,11,28371,404993.0,11.0,36818.0,717071.0,22.0,32594.0,,,
7,Hawthorn,353902,11,32173,332505.0,11.0,30228.0,686407.0,22.0,31200.0,,,
8,Melbourne,440931,11,40085,327901.0,11.0,29809.0,768832.0,22.0,34947.0,222992.0,3.0,74331.0
9,North Melbourne,393703,11,35791,325387.0,11.0,29581.0,719090.0,22.0,32686.0,239304.0,3.0,79768.0
10,Port Adelaide,349794,11,31799,269287.0,11.0,24481.0,619081.0,22.0,28140.0,,,
11,Richmond,487377,11,44307,536444.0,11.0,48768.0,1023821.0,22.0,46537.0,,,
12,St Kilda,398543,11,36231,395706.0,11.0,35973.0,794249.0,22.0,36102.0,124532.0,2.0,62266.0
13,Sydney,347034,11,31549,390520.0,11.0,35502.0,737554.0,22.0,33525.0,73574.0,2.0,36787.0
14,West Coast,376194,11,34199,325654.0,11.0,29605.0,701848.0,22.0,31902.0,43025.0,1.0,43025.0
15,Western Bulldogs,262153,11,23832,425730.0,11.0,38703.0,687883.0,22.0,31267.0,110582.0,2.0,55291.0
16,Totals,Home & Away:6119164 (34768),Finals:572733 (63637) ,Overall:6691897 (36172),,,,,,,,,
