,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,11321,North Melbourne v Port Adelaide,Manuka Oval,1998.0
2,14738,Brisbane Lions v Hawthorn,Gabba,1998.0
3,14973,Brisbane Lions v North Melbourne,Gabba,1998.0
4,14993,Brisbane Lions v St Kilda,Gabba,1998.0
5,15369,Brisbane Lions v West Coast,Gabba,1998.0
6,15475,Brisbane Lions v Sydney,Gabba,1998.0
7,15924,Brisbane Lions v Port Adelaide,Gabba,1998.0
8,16058,Carlton v Port Adelaide,Princes Park,1998.0
9,16131,Western Bulldogs v Brisbane Lions,Princes Park,1998.0
10,16487,Western Bulldogs v Fremantle,Princes Park,1998.0
11,16518,Melbourne v Brisbane Lions,M.C.G.,1998.0
12,17161,Brisbane Lions v Melbourne,Gabba,1998.0
13,17275,Brisbane Lions v Collingwood,Gabba,1998.0
14,17452,Fremantle v Brisbane Lions,Subiaco,1998.0
15,17535,Western Bulldogs v Geelong,Princes Park,1998.0
16,18133,Fremantle v Melbourne,Subiaco,1998.0
17,18317,Carlton v Brisbane Lions,Princes Park,1998.0
18,18698,Hawthorn v Port Adelaide,Waverley Park,1998.0
19,18788,Brisbane Lions v Western Bulldogs,Gabba,1998.0
20,18876,Fremantle v Adelaide,Subiaco,1998.0
