,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,323106,8,40388
1,Round 2,248042,8,31005
2,Round 3,346177,8,43272
3,Round 4,295363,8,36920
4,Round 5,317844,8,39731
5,Round 6,285032,8,35629
6,Round 7,279304,8,34913
7,Round 8,309719,8,38715
8,Round 9,245442,8,30680
9,Round 10,305492,8,38187
10,Round 11,247835,8,30979
11,Round 12,291652,8,36457
12,Round 13,263580,8,32948
13,Round 14,302382,8,37798
14,Round 15,263034,8,32879
15,Round 16,262247,8,32781
16,Round 17,263280,8,32910
17,Round 18,272889,8,34111
18,Round 19,276943,8,34618
19,Round 20,303178,8,37897
20,Round 21,270005,8,33751
21,Round 22,311242,8,38905
22,Finals,480064,9,53340
