,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,10676,Kangaroos v Geelong,S.C.G.,1999.0
2,11706,Kangaroos v St Kilda,S.C.G.,1999.0
3,13513,Western Bulldogs v Fremantle,Princes Park,1999.0
4,13941,Hawthorn v Fremantle,Waverley Park,1999.0
5,15183,Western Bulldogs v Port Adelaide,Princes Park,1999.0
6,15230,Kangaroos v West Coast,S.C.G.,1999.0
7,15804,Western Bulldogs v St Kilda,Princes Park,1999.0
8,16429,Kangaroos v Port Adelaide,M.C.G.,1999.0
9,16665,Hawthorn v Melbourne,Waverley Park,1999.0
10,17234,Geelong v Port Adelaide,Kardinia Park,1999.0
11,17267,Western Bulldogs v West Coast,Princes Park,1999.0
12,17378,Geelong v Fremantle,Kardinia Park,1999.0
13,17620,Fremantle v Geelong,Subiaco,1999.0
14,17665,Brisbane Lions v Western Bulldogs,Gabba,1999.0
15,18226,Western Bulldogs v Melbourne,Princes Park,1999.0
16,18679,Melbourne v Brisbane Lions,M.C.G.,1999.0
17,18977,Western Bulldogs v Hawthorn,Princes Park,1999.0
18,19093,Geelong v West Coast,Kardinia Park,1999.0
19,19100,Carlton v Fremantle,Princes Park,1999.0
20,19178,Melbourne v Fremantle,M.C.G.,1999.0
