, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,433324,11,39393,299736.0,11.0,27249.0,733060.0,22.0,33321.0,,,
1,Brisbane Lions,240791,11,21890,288328.0,11.0,26212.0,529119.0,22.0,24051.0,111188.0,3.0,37063.0
2,Carlton,385403,11,35037,444925.0,11.0,40448.0,830328.0,22.0,37742.0,256541.0,4.0,64135.0
3,Collingwood,430386,11,39126,456364.0,11.0,41488.0,886750.0,22.0,40307.0,,,
4,Essendon,630399,11,57309,492096.0,11.0,44736.0,1122495.0,22.0,51023.0,138206.0,2.0,69103.0
5,Fremantle,263689,11,23972,258343.0,11.0,23486.0,522032.0,22.0,23729.0,,,
6,Geelong,273242,11,24840,336181.0,11.0,30562.0,609423.0,22.0,27701.0,,,
7,Hawthorn,383490,11,34863,349995.0,11.0,31818.0,733485.0,22.0,33340.0,,,
8,Kangaroos,284786,11,25890,398828.0,11.0,36257.0,683614.0,22.0,31073.0,186735.0,3.0,62245.0
9,Melbourne,351504,11,31955,337912.0,11.0,30719.0,689416.0,22.0,31337.0,,,
10,Port Adelaide,343963,11,31269,275627.0,11.0,25057.0,619590.0,22.0,28163.0,31476.0,1.0,31476.0
11,Richmond,445863,11,40533,439296.0,11.0,39936.0,885159.0,22.0,40235.0,,,
12,St Kilda,365006,11,33182,313751.0,11.0,28523.0,678757.0,22.0,30853.0,,,
13,Sydney,335930,11,30539,419364.0,11.0,38124.0,755294.0,22.0,34332.0,57687.0,1.0,57687.0
14,West Coast,339549,11,30868,305954.0,11.0,27814.0,645503.0,22.0,29341.0,96909.0,2.0,48455.0
15,Western Bulldogs,264254,11,24023,354879.0,11.0,32262.0,619133.0,22.0,28142.0,65272.0,2.0,32636.0
16,Totals,Home & Away:5771579 (32793),Finals:472007 (52445) ,Overall:6243586 (33749),,,,,,,,,
