,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,173723,6,28954
1,Round 2,135522,6,22587
2,Round 3,138015,6,23003
3,Round 4,97489,6,16248
4,Round 5,164289,6,27382
5,Round 6,139572,6,23262
6,Round 7,130403,6,21734
7,Round 8,112592,6,18765
8,Round 9,130449,6,21742
9,Round 10,140551,6,23425
10,Round 11,184244,6,30707
11,Round 12,110943,6,18491
12,Round 13,96961,6,16160
13,Round 14,154707,6,25785
14,Round 15,101472,6,16912
15,Round 16,108305,6,18051
16,Round 17,98888,6,16481
17,Round 18,94281,6,15714
18,Round 19,106677,6,17780
19,Round 20,96399,6,16067
20,Round 21,105616,6,17603
21,Round 22,106119,6,17687
22,Finals,385956,6,64326
