, ,Home & Away,Finals,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
,Venue,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Arden St,7341,1,7341,,,
1,Kardinia Park,177142,9,19682,,,
2,M.C.G.,713384,27,26422,214521.0,3.0,71507.0
3,Moorabbin Oval,138072,9,15341,,,
4,Princes Park,333132,18,18507,,,
5,S.C.G.,111509,11,10137,,,
6,Victoria Park,300637,18,16702,,,
7,Waverley Park,594244,22,27011,171435.0,3.0,57145.0
8,Western Oval,162335,8,20292,,,
9,Windy Hill,189421,9,21047,,,
