,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7341,North Melbourne v Richmond,Arden St,1985.0
2,7811,Sydney v St Kilda,S.C.G.,1985.0
3,7860,Sydney v Hawthorn,S.C.G.,1985.0
4,7942,Sydney v Melbourne,S.C.G.,1985.0
5,8694,Hawthorn v Sydney,Princes Park,1985.0
6,8735,Fitzroy v St Kilda,Victoria Park,1985.0
7,9120,Fitzroy v Geelong,Victoria Park,1985.0
8,9215,Sydney v North Melbourne,S.C.G.,1985.0
9,9504,Sydney v Richmond,S.C.G.,1985.0
10,9537,Sydney v Footscray,S.C.G.,1985.0
11,9762,Hawthorn v St Kilda,Princes Park,1985.0
12,9894,Fitzroy v Hawthorn,Victoria Park,1985.0
13,9953,Fitzroy v Sydney,Victoria Park,1985.0
14,10204,Sydney v Fitzroy,S.C.G.,1985.0
15,10787,North Melbourne v Melbourne,M.C.G.,1985.0
16,10911,St Kilda v Hawthorn,Moorabbin Oval,1985.0
17,11022,Fitzroy v Footscray,Victoria Park,1985.0
18,11090,Fitzroy v Richmond,Victoria Park,1985.0
19,11354,North Melbourne v St Kilda,M.C.G.,1985.0
20,11393,Hawthorn v Geelong,Princes Park,1985.0
