,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,9000,North Melbourne v Hawthorn,Arden St,1955.0
2,9742,Carlton v St Kilda,Princes Park,1955.0
3,10150,St Kilda v South Melbourne,Junction Oval,1955.0
4,10500,Hawthorn v St Kilda,Glenferrie Oval,1955.0
5,10500,Hawthorn v Fitzroy,Glenferrie Oval,1955.0
6,10500,St Kilda v North Melbourne,Junction Oval,1955.0
7,11000,St Kilda v Geelong,Junction Oval,1955.0
8,12000,North Melbourne v Carlton,Arden St,1955.0
9,12100,Hawthorn v South Melbourne,Glenferrie Oval,1955.0
10,12250,St Kilda v Essendon,Junction Oval,1955.0
11,12500,Richmond v St Kilda,Punt Rd,1955.0
12,12500,Fitzroy v South Melbourne,Brunswick St,1955.0
13,13000,North Melbourne v Richmond,Arden St,1955.0
14,13000,North Melbourne v Fitzroy,Arden St,1955.0
15,13000,St Kilda v Richmond,Junction Oval,1955.0
16,13444,Geelong v St Kilda,Kardinia Park,1955.0
17,13500,North Melbourne v Melbourne,Arden St,1955.0
18,14000,Fitzroy v Richmond,Brunswick St,1955.0
19,14000,Fitzroy v St Kilda,Brunswick St,1955.0
20,14033,Geelong v Fitzroy,Kardinia Park,1955.0
