,0,1,2,3
0,Highest Home & Away Crowds,,,
1,49352,Melbourne v Essendon,M.C.G.,1955.0
2,49280,Melbourne v Footscray,M.C.G.,1955.0
3,42354,Footscray v Collingwood,Western Oval,1955.0
4,40000,Collingwood v Melbourne,Victoria Park,1955.0
5,39949,Melbourne v Richmond,M.C.G.,1955.0
6,37065,Carlton v Collingwood,Princes Park,1955.0
7,36615,Footscray v Essendon,Western Oval,1955.0
8,35000,Collingwood v Essendon,Victoria Park,1955.0
9,35000,South Melbourne v Collingwood,Lake Oval,1955.0
10,34669,Melbourne v Carlton,M.C.G.,1955.0
11,34000,Essendon v Collingwood,Windy Hill,1955.0
12,34000,Collingwood v Geelong,Victoria Park,1955.0
13,33902,Footscray v Geelong,Western Oval,1955.0
14,33753,Footscray v Richmond,Western Oval,1955.0
15,33398,Collingwood v Footscray,Victoria Park,1955.0
16,32735,Footscray v Melbourne,Western Oval,1955.0
17,32263,Melbourne v Geelong,M.C.G.,1955.0
18,32000,Essendon v Footscray,Windy Hill,1955.0
19,30000,Fitzroy v Collingwood,Brunswick St,1955.0
20,30000,Richmond v Essendon,Punt Rd,1955.0
