, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,206659,9,22962,191257.0,9.0,21251.0,397916.0,18.0,22106.0,,,
1,Collingwood,240576,9,26731,272919.0,9.0,30324.0,513495.0,18.0,28528.0,217698.0,3.0,72566.0
2,Essendon,212299,9,23589,258926.0,9.0,28770.0,471225.0,18.0,26179.0,68109.0,1.0,68109.0
3,Fitzroy,163000,9,18111,156755.0,9.0,17417.0,319755.0,18.0,17764.0,,,
4,Footscray,285466,9,31718,240292.0,9.0,26699.0,525758.0,18.0,29209.0,,,
5,Geelong,185041,9,20560,215647.0,9.0,23961.0,400688.0,18.0,22260.0,138539.0,2.0,69270.0
6,Hawthorn,153200,9,17022,169141.0,9.0,18793.0,322341.0,18.0,17908.0,,,
7,Melbourne,284440,9,31604,219289.0,9.0,24365.0,503729.0,18.0,27985.0,147268.0,2.0,73634.0
8,North Melbourne,143500,9,15944,160426.0,9.0,17825.0,303926.0,18.0,16885.0,,,
9,Richmond,179500,9,19944,188367.0,9.0,20930.0,367867.0,18.0,20437.0,,,
10,South Melbourne,177000,9,19667,168407.0,9.0,18712.0,345407.0,18.0,19189.0,,,
11,St Kilda,137650,9,15294,126905.0,9.0,14101.0,264555.0,18.0,14698.0,,,
12,Totals,Home & Away:2368331 (21929),Finals:285807 (71452) ,Overall:2654138 (23698),,,,,,,,,
