, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,251000,10,25100,243000.0,9.0,27000.0,494000.0,19.0,26000.0,,,
1,Collingwood,185000,9,20556,226000.0,10.0,22600.0,411000.0,19.0,21632.0,201214.0,3.0,67071.0
2,Essendon,202000,10,20200,181500.0,9.0,20167.0,383500.0,19.0,20184.0,215513.0,3.0,71838.0
3,Fitzroy,152000,9,16889,168000.0,10.0,16800.0,320000.0,19.0,16842.0,,,
4,Footscray,203000,10,20300,206000.0,9.0,22889.0,409000.0,19.0,21526.0,61277.0,1.0,61277.0
5,Geelong,94000,9,10444,115500.0,10.0,11550.0,209500.0,19.0,11026.0,,,
6,Hawthorn,115000,10,11500,105101.0,9.0,11678.0,220101.0,19.0,11584.0,,,
7,Melbourne,184128,10,18413,147500.0,9.0,16389.0,331628.0,19.0,17454.0,194464.0,3.0,64821.0
8,North Melbourne,119500,9,13278,158027.0,10.0,15803.0,277527.0,19.0,14607.0,,,
9,Richmond,231000,9,25667,230000.0,10.0,23000.0,461000.0,19.0,24263.0,,,
10,South Melbourne,210000,10,21000,162000.0,9.0,18000.0,372000.0,19.0,19579.0,,,
11,St Kilda,107000,9,11889,111000.0,10.0,11100.0,218000.0,19.0,11474.0,,,
12,Totals,Home & Away:2053628 (18014),Finals:336234 (67247) ,Overall:2389862 (20083),,,,,,,,,
