,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7749,North Melbourne v Melbourne,Arden St,1981.0
2,7922,Hawthorn v Melbourne,Princes Park,1981.0
3,8058,Hawthorn v Footscray,Princes Park,1981.0
4,8160,North Melbourne v Hawthorn,Arden St,1981.0
5,8485,South Melbourne v North Melbourne,Lake Oval,1981.0
6,10478,Footscray v South Melbourne,Western Oval,1981.0
7,10989,North Melbourne v Footscray,Waverley Park,1981.0
8,11077,Geelong v Melbourne,S.C.G.,1981.0
9,11517,North Melbourne v St Kilda,Arden St,1981.0
10,11630,Fitzroy v Footscray,Junction Oval,1981.0
11,11656,Hawthorn v South Melbourne,Princes Park,1981.0
12,11756,South Melbourne v Fitzroy,Lake Oval,1981.0
13,11770,Footscray v Fitzroy,Western Oval,1981.0
14,11849,South Melbourne v Geelong,Lake Oval,1981.0
15,11948,St Kilda v Footscray,Moorabbin Oval,1981.0
16,12130,Fitzroy v St Kilda,Junction Oval,1981.0
17,12307,South Melbourne v Melbourne,Lake Oval,1981.0
18,12545,South Melbourne v Footscray,Lake Oval,1981.0
19,12977,Fitzroy v Richmond,Junction Oval,1981.0
20,13256,Footscray v Melbourne,Western Oval,1981.0
