,0,1,2,3
0,Highest Home & Away Crowds,,,
1,47947,Melbourne v Footscray,M.C.G.,1956.0
2,47270,Melbourne v Geelong,M.C.G.,1956.0
3,46868,Melbourne v Collingwood,M.C.G.,1956.0
4,46022,Melbourne v Carlton,M.C.G.,1956.0
5,44878,Carlton v Footscray,Princes Park,1956.0
6,41639,Footscray v Collingwood,Western Oval,1956.0
7,38679,Collingwood v Carlton,Victoria Park,1956.0
8,36361,Melbourne v South Melbourne,M.C.G.,1956.0
9,35909,Footscray v Geelong,Western Oval,1956.0
10,33557,Carlton v Hawthorn,Princes Park,1956.0
11,33265,Footscray v Melbourne,Western Oval,1956.0
12,33254,Carlton v Geelong,Princes Park,1956.0
13,33089,Footscray v Carlton,Western Oval,1956.0
14,32543,Melbourne v Essendon,M.C.G.,1956.0
15,32155,Geelong v Collingwood,Kardinia Park,1956.0
16,31500,Essendon v Footscray,Windy Hill,1956.0
17,31089,Collingwood v Melbourne,Victoria Park,1956.0
18,30100,Carlton v St Kilda,Princes Park,1956.0
19,30000,Essendon v Carlton,Windy Hill,1956.0
20,30000,Richmond v Collingwood,Punt Rd,1956.0
