, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,247546,9,27505,269190.0,9.0,29910.0,516736.0,18.0,28708.0,,,
1,Collingwood,237422,9,26380,274462.0,9.0,30496.0,511884.0,18.0,28438.0,301686.0,3.0,100562.0
2,Essendon,167800,9,18644,206869.0,9.0,22985.0,374669.0,18.0,20815.0,,,
3,Fitzroy,145500,9,16167,153302.0,9.0,17034.0,298802.0,18.0,16600.0,,,
4,Footscray,255002,9,28334,255025.0,9.0,28336.0,510027.0,18.0,28335.0,173506.0,2.0,86753.0
5,Geelong,185583,9,20620,229933.0,9.0,25548.0,415516.0,18.0,23084.0,79402.0,1.0,79402.0
6,Hawthorn,151000,9,16778,151822.0,9.0,16869.0,302822.0,18.0,16823.0,,,
7,Melbourne,323069,9,35897,203497.0,9.0,22611.0,526566.0,18.0,29254.0,207582.0,2.0,103791.0
8,North Melbourne,105500,9,11722,130977.0,9.0,14553.0,236477.0,18.0,13138.0,,,
9,Richmond,182500,9,20278,173877.0,9.0,19320.0,356377.0,18.0,19799.0,,,
10,South Melbourne,193500,9,21500,175234.0,9.0,19470.0,368734.0,18.0,20485.0,,,
11,St Kilda,185832,9,20648,156066.0,9.0,17341.0,341898.0,18.0,18994.0,,,
12,Totals,Home & Away:2380254 (22039),Finals:381088 (95272) ,Overall:2761342 (24655),,,,,,,,,
