,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7500,Fitzroy v Hawthorn,Brunswick St,1956.0
2,8500,North Melbourne v Fitzroy,Arden St,1956.0
3,9000,North Melbourne v Geelong,Arden St,1956.0
4,9000,Fitzroy v North Melbourne,Brunswick St,1956.0
5,10000,South Melbourne v North Melbourne,Lake Oval,1956.0
6,11000,Hawthorn v North Melbourne,Glenferrie Oval,1956.0
7,11000,North Melbourne v Melbourne,Arden St,1956.0
8,11000,North Melbourne v Richmond,Arden St,1956.0
9,11000,North Melbourne v St Kilda,Arden St,1956.0
10,11052,Geelong v St Kilda,Kardinia Park,1956.0
11,11500,Fitzroy v St Kilda,Brunswick St,1956.0
12,12000,Richmond v Fitzroy,Punt Rd,1956.0
13,12250,St Kilda v Hawthorn,Junction Oval,1956.0
14,12500,Hawthorn v South Melbourne,Glenferrie Oval,1956.0
15,12800,Essendon v North Melbourne,Windy Hill,1956.0
16,13000,Hawthorn v Richmond,Glenferrie Oval,1956.0
17,13000,North Melbourne v South Melbourne,Arden St,1956.0
18,13000,North Melbourne v Carlton,Arden St,1956.0
19,13000,Essendon v South Melbourne,Windy Hill,1956.0
20,13000,Fitzroy v Melbourne,Brunswick St,1956.0
