,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,184125,6,30688
1,Round 2,163335,6,27223
2,Round 3,110637,6,18440
3,Round 4,90926,6,15154
4,Round 5,105702,6,17617
5,Round 6,126830,6,21138
6,Round 7,139444,6,23241
7,Round 8,140511,6,23419
8,Round 9,123128,6,20521
9,Round 10,136660,6,22777
10,Round 11,115478,6,19246
11,Round 12,115768,6,19295
12,Round 13,127851,6,21309
13,Round 14,122110,6,20352
14,Round 15,158631,6,26439
15,Round 16,90667,6,15111
16,Round 17,105867,6,17645
17,Round 18,134787,6,22465
18,Finals,323763,4,80941
