, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,208000,9,23111,196774.0,9.0,21864.0,404774.0,18.0,22487.0,,,
1,Collingwood,203500,9,22611,231374.0,9.0,25708.0,434874.0,18.0,24160.0,124199.0,2.0,62100.0
2,Essendon,223000,9,24778,198867.0,9.0,22096.0,421867.0,18.0,23437.0,202344.0,3.0,67448.0
3,Fitzroy,140500,9,15611,210437.0,9.0,23382.0,350937.0,18.0,19497.0,,,
4,Footscray,191000,9,21222,175025.0,9.0,19447.0,366025.0,18.0,20335.0,66135.0,1.0,66135.0
5,Geelong,202500,9,22500,171157.0,9.0,19017.0,373657.0,18.0,20759.0,159580.0,2.0,79790.0
6,Hawthorn,98000,9,10889,104000.0,9.0,11556.0,202000.0,18.0,11222.0,,,
7,Melbourne,218955,9,24328,122000.0,9.0,13556.0,340955.0,18.0,18942.0,,,
8,North Melbourne,126000,9,14000,144000.0,9.0,16000.0,270000.0,18.0,15000.0,,,
9,Richmond,176000,9,19556,235561.0,9.0,26173.0,411561.0,18.0,22865.0,,,
10,South Melbourne,147500,9,16389,170741.0,9.0,18971.0,318241.0,18.0,17680.0,,,
11,St Kilda,146500,9,16278,121519.0,9.0,13502.0,268019.0,18.0,14890.0,,,
12,Totals,Home & Away:2081455 (19273),Finals:276129 (69032) ,Overall:2357584 (21050),,,,,,,,,
