,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,North Melbourne v Hawthorn,Arden St,1947.0
2,5000,Hawthorn v St Kilda,Glenferrie Oval,1947.0
3,5500,Hawthorn v Geelong,Glenferrie Oval,1947.0
4,6000,St Kilda v Melbourne,Junction Oval,1947.0
5,6000,St Kilda v North Melbourne,Junction Oval,1947.0
6,7000,St Kilda v Essendon,Junction Oval,1947.0
7,7000,St Kilda v Geelong,Junction Oval,1947.0
8,7500,North Melbourne v Richmond,Arden St,1947.0
9,8000,Hawthorn v South Melbourne,Glenferrie Oval,1947.0
10,8000,North Melbourne v St Kilda,Arden St,1947.0
11,8000,North Melbourne v South Melbourne,Arden St,1947.0
12,8000,North Melbourne v Geelong,Arden St,1947.0
13,8000,St Kilda v Fitzroy,Junction Oval,1947.0
14,10000,Fitzroy v St Kilda,Brunswick St,1947.0
15,10000,Footscray v Hawthorn,Western Oval,1947.0
16,10000,Footscray v St Kilda,Western Oval,1947.0
17,10500,St Kilda v Hawthorn,Junction Oval,1947.0
18,11000,Hawthorn v Footscray,Glenferrie Oval,1947.0
19,11000,St Kilda v Collingwood,Junction Oval,1947.0
20,11000,Carlton v St Kilda,Princes Park,1947.0
