,0,1,2,3
0,Highest Home & Away Crowds,,,
1,43500,Collingwood v Carlton,Victoria Park,1947.0
2,38000,Carlton v Essendon,Princes Park,1947.0
3,37806,Melbourne v Carlton,M.C.G.,1947.0
4,37000,Carlton v Footscray,Princes Park,1947.0
5,34107,Melbourne v Footscray,M.C.G.,1947.0
6,34000,Richmond v Essendon,Punt Rd,1947.0
7,33192,Melbourne v Collingwood,M.C.G.,1947.0
8,33000,Collingwood v Essendon,Victoria Park,1947.0
9,32000,Essendon v Carlton,Windy Hill,1947.0
10,32000,Richmond v Carlton,Punt Rd,1947.0
11,31574,Melbourne v Richmond,M.C.G.,1947.0
12,31000,Richmond v Collingwood,Punt Rd,1947.0
13,30000,South Melbourne v Carlton,Lake Oval,1947.0
14,29000,Fitzroy v Carlton,Brunswick St,1947.0
15,28000,Carlton v South Melbourne,Princes Park,1947.0
16,28000,Richmond v Fitzroy,Punt Rd,1947.0
17,27996,Melbourne v South Melbourne,M.C.G.,1947.0
18,27500,Collingwood v Richmond,Victoria Park,1947.0
19,26000,Footscray v Collingwood,Western Oval,1947.0
20,26000,Carlton v Richmond,Princes Park,1947.0
