, ,Home & Away,Finals,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
,Venue,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Arden St,38000,7,5429,,,
1,Brunswick St,79500,8,9938,,,
2,Glenferrie Oval,29000,7,4143,,,
3,Princes Park,122500,12,10208,132000.0,4.0,33000.0
4,Punt Rd,148500,16,9281,,,
5,Toorak Park,49500,8,6188,,,
6,Victoria Park,39500,7,5643,,,
7,Windy Hill,93000,8,11625,,,
8,Yarraville Oval,59500,7,8500,,,
