,0,1,2,3
0,Highest Home & Away Crowds,,,
1,86664,Melbourne v Collingwood,M.C.G.,1964.0
2,70385,Melbourne v Essendon,M.C.G.,1964.0
3,66250,Melbourne v Geelong,M.C.G.,1964.0
4,53798,Melbourne v Hawthorn,M.C.G.,1964.0
5,45907,Collingwood v Essendon,Victoria Park,1964.0
6,45494,Melbourne v Carlton,M.C.G.,1964.0
7,40299,Geelong v Collingwood,Kardinia Park,1964.0
8,38218,Collingwood v Geelong,Victoria Park,1964.0
9,37100,St Kilda v Geelong,Junction Oval,1964.0
10,35300,St Kilda v Melbourne,Junction Oval,1964.0
11,34600,Richmond v Collingwood,Punt Rd,1964.0
12,34222,Collingwood v North Melbourne,Victoria Park,1964.0
13,34083,Geelong v Essendon,Kardinia Park,1964.0
14,33761,Geelong v Melbourne,Kardinia Park,1964.0
15,33600,St Kilda v Footscray,Junction Oval,1964.0
16,33212,Melbourne v St Kilda,M.C.G.,1964.0
17,33129,Melbourne v Footscray,M.C.G.,1964.0
18,32868,Collingwood v Carlton,Victoria Park,1964.0
19,31133,Collingwood v Hawthorn,Victoria Park,1964.0
20,30911,Geelong v Hawthorn,Kardinia Park,1964.0
