,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5000,Hawthorn v St Kilda,Glenferrie Oval,1945.0
2,5000,Essendon v St Kilda,Windy Hill,1945.0
3,5000,Fitzroy v Melbourne,Brunswick St,1945.0
4,5000,Fitzroy v St Kilda,Brunswick St,1945.0
5,5500,Hawthorn v Essendon,Glenferrie Oval,1945.0
6,5500,Hawthorn v Geelong,Glenferrie Oval,1945.0
7,6000,Melbourne v Hawthorn,Punt Rd,1945.0
8,6000,North Melbourne v Geelong,Arden St,1945.0
9,6000,St Kilda v Melbourne,Junction Oval,1945.0
10,6000,Geelong v Footscray,Kardinia Park,1945.0
11,7000,Melbourne v Geelong,Punt Rd,1945.0
12,7000,North Melbourne v Hawthorn,Arden St,1945.0
13,7000,St Kilda v Geelong,Junction Oval,1945.0
14,7000,Fitzroy v Geelong,Brunswick St,1945.0
15,7000,Geelong v Melbourne,Kardinia Park,1945.0
16,7500,Hawthorn v Fitzroy,Glenferrie Oval,1945.0
17,7500,St Kilda v North Melbourne,Junction Oval,1945.0
18,7500,Geelong v North Melbourne,Kardinia Park,1945.0
19,7500,Geelong v St Kilda,Kardinia Park,1945.0
20,8000,Hawthorn v Collingwood,Glenferrie Oval,1945.0
