,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,400401,9,44489
1,Round 2,322042,9,35782
2,Round 3,284734,9,31637
3,Round 4,311032,9,34559
4,Round 5,391980,9,43553
5,Round 6,273768,9,30419
6,Round 7,297576,9,33064
7,Round 8,266822,9,29647
8,Round 9,238718,8,29840
9,Round 10,331567,9,36841
10,Round 11,163810,6,27302
11,Round 12,234050,7,33436
12,Round 13,197922,6,32987
13,Round 14,303380,9,33709
14,Round 15,306713,9,34079
15,Round 16,320210,9,35579
16,Round 17,305009,9,33890
17,Round 18,269087,9,29899
18,Round 19,274030,9,30448
19,Round 20,306319,9,34035
20,Round 21,294126,9,32681
21,Round 22,271561,9,30173
22,Round 23,369205,9,41023
23,Finals,553818,9,61535
