,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5072,Melbourne v Gold Coast,Traeger Park,2017.0
2,8022,Greater Western Sydney v Gold Coast,Sydney Showground,2017.0
3,8758,North Melbourne v Greater Western Sydney,Bellerive Oval,2017.0
4,9185,Greater Western Sydney v Port Adelaide,Manuka Oval,2017.0
5,9364,Western Bulldogs v Gold Coast,Cazaly's Stadium,2017.0
6,10064,North Melbourne v Adelaide,Bellerive Oval,2017.0
7,10087,Western Bulldogs v Port Adelaide,Eureka Stadium,2017.0
8,10118,Gold Coast v Port Adelaide,Jiangwan Stadium,2017.0
9,10553,Hawthorn v Brisbane Lions,York Park,2017.0
10,10677,Greater Western Sydney v Richmond,Sydney Showground,2017.0
11,11233,Greater Western Sydney v Fremantle,Sydney Showground,2017.0
12,11360,Greater Western Sydney v Collingwood,Sydney Showground,2017.0
13,11402,Gold Coast v West Coast,Carrara,2017.0
14,11455,Brisbane Lions v Greater Western Sydney,Gabba,2017.0
15,11742,Brisbane Lions v Fremantle,Gabba,2017.0
16,11936,Gold Coast v Carlton,Carrara,2017.0
17,12104,Melbourne v Adelaide,Marrara Oval,2017.0
18,12156,Hawthorn v Greater Western Sydney,York Park,2017.0
19,12672,Gold Coast v Adelaide,Carrara,2017.0
20,12710,Gold Coast v Brisbane Lions,Carrara,2017.0
