, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,424566,11,38597,277479.0,11.0,25225.0,702045.0,22.0,31911.0,,,
1,Brisbane Bears,113355,11,10305,205640.0,11.0,18695.0,318995.0,22.0,14500.0,52092.0,1.0,52092.0
2,Carlton,442135,11,40194,440905.0,11.0,40082.0,883040.0,22.0,40138.0,218314.0,3.0,72771.0
3,Collingwood,519392,11,47217,514052.0,11.0,46732.0,1033444.0,22.0,46975.0,,,
4,Essendon,519330,11,47212,502002.0,11.0,45637.0,1021332.0,22.0,46424.0,124410.0,2.0,62205.0
5,Fitzroy,127456,11,11587,220563.0,11.0,20051.0,348019.0,22.0,15819.0,,,
6,Footscray,241886,11,21990,253997.0,11.0,23091.0,495883.0,22.0,22540.0,59889.0,1.0,59889.0
7,Fremantle,256975,11,23361,243631.0,11.0,22148.0,500606.0,22.0,22755.0,,,
8,Geelong,278484,11,25317,401349.0,11.0,36486.0,679833.0,22.0,30902.0,223880.0,3.0,74627.0
9,Hawthorn,250085,11,22735,324192.0,11.0,29472.0,574277.0,22.0,26104.0,,,
10,Melbourne,347617,11,31602,279626.0,11.0,25421.0,627243.0,22.0,28511.0,,,
11,North Melbourne,400009,11,36364,289931.0,11.0,26357.0,689940.0,22.0,31361.0,194537.0,3.0,64846.0
12,Richmond,461469,11,41952,416283.0,11.0,37844.0,877752.0,22.0,39898.0,226855.0,3.0,75618.0
13,St Kilda,205964,11,18724,244968.0,11.0,22270.0,450932.0,22.0,20497.0,,,
14,Sydney,175736,11,15976,241308.0,11.0,21937.0,417044.0,22.0,18957.0,,,
15,West Coast,353315,11,32120,261848.0,11.0,23804.0,615163.0,22.0,27962.0,89861.0,2.0,44931.0
16,Totals,Home & Away:5117774 (29078),Finals:594919 (66102) ,Overall:5712693 (30879),,,,,,,,,
