,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,6979,Hawthorn v St Kilda,Princes Park,1986.0
2,8311,Fitzroy v St Kilda,Victoria Park,1986.0
3,9491,Geelong v St Kilda,Kardinia Park,1986.0
4,9659,Hawthorn v Geelong,Princes Park,1986.0
5,9886,Hawthorn v Fitzroy,Princes Park,1986.0
6,10049,Melbourne v Fitzroy,Waverley Park,1986.0
7,10091,Geelong v North Melbourne,Waverley Park,1986.0
8,10272,Melbourne v Hawthorn,Waverley Park,1986.0
9,10903,Hawthorn v Melbourne,Princes Park,1986.0
10,10987,Fitzroy v Geelong,Victoria Park,1986.0
11,11242,St Kilda v Melbourne,Moorabbin Oval,1986.0
12,11296,St Kilda v Fitzroy,Moorabbin Oval,1986.0
13,11349,Hawthorn v Richmond,Princes Park,1986.0
14,11413,St Kilda v North Melbourne,Moorabbin Oval,1986.0
15,11460,Footscray v Geelong,Waverley Park,1986.0
16,11670,St Kilda v Hawthorn,Moorabbin Oval,1986.0
17,11889,St Kilda v Richmond,Moorabbin Oval,1986.0
18,11924,Footscray v Melbourne,Western Oval,1986.0
19,11957,Fitzroy v Richmond,Princes Park,1986.0
20,12189,Fitzroy v North Melbourne,Victoria Park,1986.0
