,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,164466,6,27411
1,Round 2,128137,6,21356
2,Round 3,123611,6,20602
3,Round 4,113771,6,18962
4,Round 5,206990,6,34498
5,Round 6,150362,6,25060
6,Round 7,128821,6,21470
7,Round 8,118761,6,19794
8,Round 9,127018,6,21170
9,Round 10,145519,6,24253
10,Round 11,155058,6,25843
11,Round 12,175965,6,29328
12,Round 13,113793,6,18966
13,Round 14,109800,6,18300
14,Round 15,100098,6,16683
15,Round 16,131290,6,21882
16,Round 17,151746,6,25291
17,Round 18,103582,6,17264
18,Round 19,216198,6,36033
19,Round 20,86783,6,14464
20,Round 21,108327,6,18055
21,Round 22,111801,6,18634
22,Finals,423714,6,70619
