, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,252664,9,28074,273546.0,9.0,30394.0,526210.0,18.0,29234.0,368185.0,4.0,92046.0
1,Collingwood,250744,9,27860,293217.0,9.0,32580.0,543961.0,18.0,30220.0,,,
2,Essendon,267100,9,29678,298722.0,9.0,33191.0,565822.0,18.0,31435.0,193778.0,2.0,96889.0
3,Fitzroy,145696,9,16188,179954.0,9.0,19995.0,325650.0,18.0,18092.0,,,
4,Footscray,258133,9,28681,252728.0,9.0,28081.0,510861.0,18.0,28381.0,,,
5,Geelong,225204,9,25023,268166.0,9.0,29796.0,493370.0,18.0,27409.0,282420.0,3.0,94140.0
6,Hawthorn,174400,9,19378,159322.0,9.0,17702.0,333722.0,18.0,18540.0,,,
7,Melbourne,437804,9,48645,195832.0,9.0,21759.0,633636.0,18.0,35202.0,82773.0,1.0,82773.0
8,North Melbourne,116645,9,12961,174928.0,9.0,19436.0,291573.0,18.0,16199.0,,,
9,Richmond,185629,9,20625,202299.0,9.0,22478.0,387928.0,18.0,21552.0,,,
10,South Melbourne,174340,9,19371,170304.0,9.0,18923.0,344644.0,18.0,19147.0,,,
11,St Kilda,231850,9,25761,251191.0,9.0,27910.0,483041.0,18.0,26836.0,,,
12,Totals,Home & Away:2720209 (25187),Finals:463578 (92716) ,Overall:3183787 (28175),,,,,,,,,
