,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,8470,North Melbourne v Hawthorn,Arden St,1962.0
2,9399,Fitzroy v North Melbourne,Brunswick St,1962.0
3,9543,North Melbourne v South Melbourne,Arden St,1962.0
4,9600,Hawthorn v Fitzroy,Glenferrie Oval,1962.0
5,10169,Fitzroy v South Melbourne,Brunswick St,1962.0
6,10339,North Melbourne v Melbourne,Arden St,1962.0
7,10602,North Melbourne v Richmond,Arden St,1962.0
8,10950,South Melbourne v Hawthorn,Lake Oval,1962.0
9,13116,North Melbourne v Fitzroy,Arden St,1962.0
10,14140,North Melbourne v Geelong,Arden St,1962.0
11,14380,South Melbourne v St Kilda,Lake Oval,1962.0
12,14781,Fitzroy v Hawthorn,Brunswick St,1962.0
13,15496,North Melbourne v Essendon,Arden St,1962.0
14,15499,Fitzroy v Melbourne,Brunswick St,1962.0
15,15992,Richmond v Hawthorn,Punt Rd,1962.0
16,16000,Hawthorn v Footscray,Glenferrie Oval,1962.0
17,16436,North Melbourne v Carlton,Arden St,1962.0
18,16848,Collingwood v Hawthorn,Victoria Park,1962.0
19,16973,Richmond v North Melbourne,Punt Rd,1962.0
20,16981,Fitzroy v St Kilda,Brunswick St,1962.0
