,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,8000,Richmond v North Melbourne,Punt Rd,1959.0
2,10000,Hawthorn v Footscray,Glenferrie Oval,1959.0
3,10000,North Melbourne v Geelong,Arden St,1959.0
4,10072,Geelong v Hawthorn,Kardinia Park,1959.0
5,11523,Footscray v Richmond,Western Oval,1959.0
6,12000,Hawthorn v St Kilda,Glenferrie Oval,1959.0
7,12000,Richmond v Hawthorn,Punt Rd,1959.0
8,12140,Geelong v Richmond,Kardinia Park,1959.0
9,12500,North Melbourne v Hawthorn,Arden St,1959.0
10,12500,North Melbourne v South Melbourne,Arden St,1959.0
11,12549,Footscray v Melbourne,Western Oval,1959.0
12,13000,North Melbourne v Footscray,Arden St,1959.0
13,13000,Richmond v Fitzroy,Punt Rd,1959.0
14,13000,South Melbourne v Hawthorn,Lake Oval,1959.0
15,13271,Carlton v Footscray,Princes Park,1959.0
16,13500,Richmond v Geelong,Punt Rd,1959.0
17,13600,North Melbourne v St Kilda,Arden St,1959.0
18,14000,Hawthorn v Geelong,Glenferrie Oval,1959.0
19,14100,South Melbourne v Footscray,Lake Oval,1959.0
20,14150,Geelong v Footscray,Kardinia Park,1959.0
