, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,268004,9,29778,261126.0,9.0,29014.0,529130.0,18.0,29396.0,138718.0,2.0,69359.0
1,Collingwood,252221,9,28025,285697.0,9.0,31744.0,537918.0,18.0,29884.0,86198.0,1.0,86198.0
2,Essendon,200500,9,22278,232885.0,9.0,25876.0,433385.0,18.0,24077.0,255600.0,3.0,85200.0
3,Fitzroy,170471,9,18941,182283.0,9.0,20254.0,352754.0,18.0,19597.0,,,
4,Footscray,185979,9,20664,164299.0,9.0,18255.0,350278.0,18.0,19460.0,,,
5,Geelong,146416,9,16268,144311.0,9.0,16035.0,290727.0,18.0,16152.0,,,
6,Hawthorn,151500,9,16833,149711.0,9.0,16635.0,301211.0,18.0,16734.0,,,
7,Melbourne,316266,9,35141,204048.0,9.0,22672.0,520314.0,18.0,28906.0,176328.0,2.0,88164.0
8,North Melbourne,133300,9,14811,199061.0,9.0,22118.0,332361.0,18.0,18465.0,,,
9,Richmond,155500,9,17278,154998.0,9.0,17222.0,310498.0,18.0,17250.0,,,
10,South Melbourne,213850,9,23761,216142.0,9.0,24016.0,429992.0,18.0,23888.0,,,
11,St Kilda,189210,9,21023,188656.0,9.0,20962.0,377866.0,18.0,20993.0,,,
12,Totals,Home & Away:2383217 (22067),Finals:328422 (82106) ,Overall:2711639 (24211),,,,,,,,,
