,0,1,2,3
0,Highest Home & Away Crowds,,,
1,53479,Melbourne v Carlton,M.C.G.,1959.0
2,53342,Melbourne v Collingwood,M.C.G.,1959.0
3,52880,Melbourne v Essendon,M.C.G.,1959.0
4,41985,Carlton v North Melbourne,Princes Park,1959.0
5,41581,Carlton v Collingwood,Princes Park,1959.0
6,40125,Collingwood v South Melbourne,Victoria Park,1959.0
7,40000,South Melbourne v Collingwood,Lake Oval,1959.0
8,36120,Carlton v Melbourne,Princes Park,1959.0
9,33960,Footscray v Collingwood,Western Oval,1959.0
10,33903,Collingwood v Carlton,Victoria Park,1959.0
11,33159,Carlton v South Melbourne,Princes Park,1959.0
12,31253,Melbourne v North Melbourne,M.C.G.,1959.0
13,31000,Carlton v Essendon,Princes Park,1959.0
14,30360,St Kilda v Collingwood,Junction Oval,1959.0
15,30343,Collingwood v Melbourne,Victoria Park,1959.0
16,30200,South Melbourne v Essendon,Lake Oval,1959.0
17,30000,Essendon v Fitzroy,Windy Hill,1959.0
18,29629,Footscray v Essendon,Western Oval,1959.0
19,29500,South Melbourne v St Kilda,Lake Oval,1959.0
20,29436,Footscray v Carlton,Western Oval,1959.0
