, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,438664,11,39879,317470.0,11.0,28861.0,756134.0,22.0,34370.0,,,
1,Brisbane Lions,369811,11,33619,380350.0,11.0,34577.0,750161.0,22.0,34098.0,167021.0,3.0,55674.0
2,Carlton,357265,11,32479,450783.0,11.0,40980.0,808048.0,22.0,36729.0,,,
3,Collingwood,471375,11,42852,506249.0,11.0,46023.0,977624.0,22.0,44437.0,,,
4,Essendon,475835,11,43258,517873.0,11.0,47079.0,993708.0,22.0,45169.0,114259.0,2.0,57130.0
5,Fremantle,398833,11,36258,290767.0,11.0,26433.0,689600.0,22.0,31345.0,,,
6,Geelong,283215,11,25747,368198.0,11.0,33473.0,651413.0,22.0,29610.0,148374.0,3.0,49458.0
7,Hawthorn,278834,11,25349,345509.0,11.0,31410.0,624343.0,22.0,28379.0,,,
8,Kangaroos,268795,11,24436,353785.0,11.0,32162.0,622580.0,22.0,28299.0,,,
9,Melbourne,377523,11,34320,358178.0,11.0,32562.0,735701.0,22.0,33441.0,60903.0,1.0,60903.0
10,Port Adelaide,328647,11,29877,300097.0,11.0,27282.0,628744.0,22.0,28579.0,163899.0,3.0,54633.0
11,Richmond,389161,11,35378,362821.0,11.0,32984.0,751982.0,22.0,34181.0,,,
12,St Kilda,407291,11,37026,416707.0,11.0,37882.0,823998.0,22.0,37454.0,131231.0,3.0,43744.0
13,Sydney,348102,11,31646,324738.0,11.0,29522.0,672840.0,22.0,30584.0,90953.0,2.0,45477.0
14,West Coast,429411,11,39037,290148.0,11.0,26377.0,719559.0,22.0,32707.0,40282.0,1.0,40282.0
15,Western Bulldogs,287074,11,26098,326163.0,11.0,29651.0,613237.0,22.0,27874.0,,,
16,Totals,Home & Away:5909836 (33579),Finals:458461 (50940) ,Overall:6368297 (34423),,,,,,,,,
