, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,216000,9,24000,204827.0,9.0,22759.0,420827.0,18.0,23379.0,40225.0,1.0,40225.0
1,Collingwood,121000,9,13444,169270.0,9.0,18808.0,290270.0,18.0,16126.0,,,
2,Essendon,120000,9,13333,105979.0,9.0,11775.0,225979.0,18.0,12554.0,,,
3,Fitzroy,189500,9,21056,136962.0,9.0,15218.0,326462.0,18.0,18137.0,,,
4,Footscray,137500,9,15278,167529.0,9.0,18614.0,305029.0,18.0,16946.0,,,
5,Geelong,118000,9,13111,148749.0,9.0,16528.0,266749.0,18.0,14819.0,88350.0,2.0,44175.0
6,Hawthorn,93500,9,10389,82877.0,9.0,9209.0,176377.0,18.0,9799.0,,,
7,Melbourne,130173,9,14464,115000.0,9.0,12778.0,245173.0,18.0,13621.0,,,
8,North Melbourne,125000,9,13889,96647.0,9.0,10739.0,221647.0,18.0,12314.0,,,
9,Richmond,161000,9,17889,195833.0,9.0,21759.0,356833.0,18.0,19824.0,173182.0,3.0,57727.0
10,South Melbourne,201000,9,22333,173500.0,9.0,19278.0,374500.0,18.0,20806.0,125057.0,2.0,62529.0
11,St Kilda,116500,9,12944,132000.0,9.0,14667.0,248500.0,18.0,13806.0,,,
12,Totals,Home & Away:1729173 (16011),Finals:213407 (53352) ,Overall:1942580 (17344),,,,,,,,,
