,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,Hawthorn v North Melbourne,Glenferrie Oval,1933.0
2,4000,Hawthorn v Essendon,Glenferrie Oval,1933.0
3,5000,North Melbourne v Hawthorn,Arden St,1933.0
4,6000,Essendon v Melbourne,Windy Hill,1933.0
5,6000,Geelong v Hawthorn,Corio Oval,1933.0
6,6877,Melbourne v Hawthorn,M.C.G.,1933.0
7,7000,Collingwood v Melbourne,Victoria Park,1933.0
8,7000,Footscray v North Melbourne,Western Oval,1933.0
9,8000,North Melbourne v Geelong,Arden St,1933.0
10,8000,Collingwood v North Melbourne,Victoria Park,1933.0
11,8000,Footscray v Hawthorn,Western Oval,1933.0
12,8000,Footscray v Melbourne,Western Oval,1933.0
13,8500,Collingwood v Essendon,Victoria Park,1933.0
14,9000,North Melbourne v St Kilda,Arden St,1933.0
15,9000,Richmond v Hawthorn,Punt Rd,1933.0
16,9000,St Kilda v Melbourne,Junction Oval,1933.0
17,9000,St Kilda v Fitzroy,Junction Oval,1933.0
18,9000,Essendon v Hawthorn,Windy Hill,1933.0
19,9000,Geelong v North Melbourne,Corio Oval,1933.0
20,9479,Melbourne v Essendon,M.C.G.,1933.0
