,0,1,2,3
0,Highest Home & Away Crowds,,,
1,43000,Carlton v Richmond,Princes Park,1933.0
2,37000,Carlton v South Melbourne,Princes Park,1933.0
3,33000,Fitzroy v Carlton,Brunswick St,1933.0
4,32000,Carlton v Melbourne,Princes Park,1933.0
5,32000,South Melbourne v Carlton,Lake Oval,1933.0
6,30000,South Melbourne v Geelong,Lake Oval,1933.0
7,30000,South Melbourne v Richmond,Lake Oval,1933.0
8,30000,Richmond v Geelong,Punt Rd,1933.0
9,29500,Fitzroy v Richmond,Brunswick St,1933.0
10,29000,South Melbourne v Footscray,Lake Oval,1933.0
11,28000,Richmond v Collingwood,Punt Rd,1933.0
12,27000,Footscray v South Melbourne,Western Oval,1933.0
13,26000,Carlton v Footscray,Princes Park,1933.0
14,26000,North Melbourne v Carlton,Arden St,1933.0
15,25000,Collingwood v Carlton,Victoria Park,1933.0
16,24000,South Melbourne v Collingwood,Lake Oval,1933.0
17,22250,Geelong v Richmond,Corio Oval,1933.0
18,22029,Melbourne v Footscray,M.C.G.,1933.0
19,22000,Fitzroy v Collingwood,Brunswick St,1933.0
20,22000,Fitzroy v Melbourne,Brunswick St,1933.0
