,0,1,2,3
0,Highest Home & Away Crowds,,,
1,38000,Richmond v Melbourne,Punt Rd,1925.0
2,33462,Melbourne v Collingwood,M.C.G.,1925.0
3,32000,Essendon v Footscray,Windy Hill,1925.0
4,30000,Essendon v Geelong,Windy Hill,1925.0
5,30000,Carlton v Fitzroy,Princes Park,1925.0
6,30000,St Kilda v Essendon,Junction Oval,1925.0
7,28000,Fitzroy v Footscray,Brunswick St,1925.0
8,27000,Collingwood v Fitzroy,Victoria Park,1925.0
9,26025,Geelong v Collingwood,Corio Oval,1925.0
10,26000,Collingwood v South Melbourne,Victoria Park,1925.0
11,25000,Footscray v South Melbourne,Western Oval,1925.0
12,25000,Fitzroy v Geelong,Brunswick St,1925.0
13,25000,Fitzroy v Collingwood,Brunswick St,1925.0
14,25000,Collingwood v Essendon,Victoria Park,1925.0
15,25000,Carlton v Essendon,Princes Park,1925.0
16,25000,Carlton v Richmond,Princes Park,1925.0
17,25000,South Melbourne v Carlton,Lake Oval,1925.0
18,24500,St Kilda v Collingwood,Junction Oval,1925.0
19,23601,Melbourne v Fitzroy,M.C.G.,1925.0
20,22872,Melbourne v Essendon,M.C.G.,1925.0
