,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5000,North Melbourne v Melbourne,Arden St,1925.0
2,5000,North Melbourne v South Melbourne,Arden St,1925.0
3,6000,Hawthorn v Melbourne,Glenferrie Oval,1925.0
4,6000,Collingwood v Hawthorn,Victoria Park,1925.0
5,7000,North Melbourne v Hawthorn,Arden St,1925.0
6,7000,North Melbourne v Richmond,Arden St,1925.0
7,7000,Carlton v Melbourne,Princes Park,1925.0
8,7000,Fitzroy v North Melbourne,Brunswick St,1925.0
9,8000,Hawthorn v North Melbourne,Glenferrie Oval,1925.0
10,8000,Fitzroy v Hawthorn,Brunswick St,1925.0
11,8000,Footscray v Hawthorn,Western Oval,1925.0
12,9000,Hawthorn v Carlton,Glenferrie Oval,1925.0
13,9000,Richmond v Fitzroy,Punt Rd,1925.0
14,9000,Collingwood v North Melbourne,Victoria Park,1925.0
15,9000,Footscray v Collingwood,Western Oval,1925.0
16,10000,Hawthorn v St Kilda,Glenferrie Oval,1925.0
17,10000,Hawthorn v Essendon,Glenferrie Oval,1925.0
18,10000,Hawthorn v Footscray,Glenferrie Oval,1925.0
19,10000,North Melbourne v Geelong,Arden St,1925.0
20,10000,Richmond v Hawthorn,Punt Rd,1925.0
