,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,South Melbourne v Hawthorn,Lake Oval,1949.0
2,4000,Fitzroy v Hawthorn,Brunswick St,1949.0
3,6000,St Kilda v South Melbourne,Junction Oval,1949.0
4,6000,Fitzroy v Richmond,Brunswick St,1949.0
5,7000,Hawthorn v Essendon,Glenferrie Oval,1949.0
6,7000,Richmond v Hawthorn,Punt Rd,1949.0
7,7000,St Kilda v Hawthorn,Junction Oval,1949.0
8,7000,Fitzroy v St Kilda,Brunswick St,1949.0
9,7000,Fitzroy v South Melbourne,Brunswick St,1949.0
10,7500,Hawthorn v Fitzroy,Glenferrie Oval,1949.0
11,7500,St Kilda v Melbourne,Junction Oval,1949.0
12,7500,South Melbourne v Geelong,Lake Oval,1949.0
13,8500,St Kilda v Footscray,Junction Oval,1949.0
14,9000,Hawthorn v Melbourne,Glenferrie Oval,1949.0
15,9000,Hawthorn v North Melbourne,Glenferrie Oval,1949.0
16,9000,Hawthorn v Carlton,Glenferrie Oval,1949.0
17,9000,North Melbourne v Hawthorn,Arden St,1949.0
18,9000,South Melbourne v St Kilda,Lake Oval,1949.0
19,9250,Carlton v Hawthorn,Princes Park,1949.0
20,9500,Collingwood v Hawthorn,Victoria Park,1949.0
