, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,209750,9,23306,237500.0,10.0,23750.0,447250.0,19.0,23539.0,159574.0,2.0,79787.0
1,Collingwood,199000,10,19900,206616.0,9.0,22957.0,405616.0,19.0,21348.0,67702.0,1.0,67702.0
2,Essendon,168000,9,18667,213936.0,10.0,21394.0,381936.0,19.0,20102.0,225701.0,3.0,75234.0
3,Fitzroy,128000,10,12800,158000.0,9.0,17556.0,286000.0,19.0,15053.0,,,
4,Footscray,119000,9,13222,156310.0,10.0,15631.0,275310.0,19.0,14490.0,,,
5,Geelong,183500,10,18350,156012.0,9.0,17335.0,339512.0,19.0,17869.0,,,
6,Hawthorn,86000,9,9556,86029.0,10.0,8603.0,172029.0,19.0,9054.0,,,
7,Melbourne,215947,9,23994,166000.0,10.0,16600.0,381947.0,19.0,20102.0,,,
8,North Melbourne,177000,10,17700,154838.0,9.0,17204.0,331838.0,19.0,17465.0,140137.0,2.0,70069.0
9,Richmond,219000,10,21900,135434.0,9.0,15048.0,354434.0,19.0,18654.0,,,
10,South Melbourne,100500,9,11167,144410.0,10.0,14441.0,244910.0,19.0,12890.0,,,
11,St Kilda,112000,10,11200,102612.0,9.0,11401.0,214612.0,19.0,11295.0,,,
12,Totals,Home & Away:1917697 (16822),Finals:296557 (74139) ,Overall:2214254 (18765),,,,,,,,,
