,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,137000,6,22833
1,Round 2,110616,6,18436
2,Round 3,110060,6,18343
3,Round 4,94000,6,15667
4,Round 5,107338,6,17890
5,Round 6,99500,6,16583
6,Round 7,100000,6,16667
7,Round 8,99779,6,16630
8,Round 9,129000,6,21500
9,Round 10,107000,6,17833
10,Round 11,87934,6,14656
11,Round 12,83512,6,13919
12,Round 13,83500,6,13917
13,Round 14,79000,6,13167
14,Round 15,91910,6,15318
15,Round 16,90000,6,15000
16,Round 17,102112,6,17019
17,Round 18,106436,6,17739
18,Round 19,99000,6,16500
19,Finals,296557,4,74139
