, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,205500,9,22833,248402.0,9.0,27600.0,453902.0,18.0,25217.0,66381.0,1.0,66381.0
1,Collingwood,198000,9,22000,186000.0,9.0,20667.0,384000.0,18.0,21333.0,133624.0,3.0,44541.0
2,Essendon,162000,9,18000,147695.0,9.0,16411.0,309695.0,18.0,17205.0,,,
3,Fitzroy,145000,9,16111,124062.0,9.0,13785.0,269062.0,18.0,14948.0,,,
4,Footscray,156500,9,17389,164562.0,9.0,18285.0,321062.0,18.0,17837.0,,,
5,Geelong,107500,9,11944,125122.0,9.0,13902.0,232622.0,18.0,12923.0,,,
6,Hawthorn,73500,9,8167,99047.0,9.0,11005.0,172547.0,18.0,9586.0,,,
7,Melbourne,171927,9,19103,157500.0,9.0,17500.0,329427.0,18.0,18302.0,83598.0,2.0,41799.0
8,North Melbourne,98000,9,10889,119609.0,9.0,13290.0,217609.0,18.0,12089.0,,,
9,Richmond,219000,9,24333,197058.0,9.0,21895.0,416058.0,18.0,23114.0,116407.0,2.0,58204.0
10,South Melbourne,144000,9,16000,131500.0,9.0,14611.0,275500.0,18.0,15306.0,,,
11,St Kilda,172500,9,19167,152870.0,9.0,16986.0,325370.0,18.0,18076.0,,,
12,Totals,Home & Away:1853427 (17161),Finals:200005 (50001) ,Overall:2053432 (18334),,,,,,,,,
