,0,1,2,3
0,Highest Home & Away Crowds,,,
1,41402,Melbourne v Carlton,M.C.G.,1928.0
2,40000,Carlton v Richmond,Princes Park,1928.0
3,36000,Richmond v Collingwood,Punt Rd,1928.0
4,31000,St Kilda v Carlton,Junction Oval,1928.0
5,30000,Footscray v Collingwood,Western Oval,1928.0
6,30000,Fitzroy v Carlton,Brunswick St,1928.0
7,30000,Collingwood v Carlton,Victoria Park,1928.0
8,30000,Collingwood v Richmond,Victoria Park,1928.0
9,30000,Carlton v Collingwood,Princes Park,1928.0
10,30000,Richmond v Footscray,Punt Rd,1928.0
11,30000,Richmond v Essendon,Punt Rd,1928.0
12,30000,Richmond v Carlton,Punt Rd,1928.0
13,28500,St Kilda v Richmond,Junction Oval,1928.0
14,28000,South Melbourne v Carlton,Lake Oval,1928.0
15,27000,Collingwood v Melbourne,Victoria Park,1928.0
16,26558,Melbourne v Richmond,M.C.G.,1928.0
17,26000,Richmond v Melbourne,Punt Rd,1928.0
18,25000,Collingwood v St Kilda,Victoria Park,1928.0
19,25000,Collingwood v North Melbourne,Victoria Park,1928.0
20,25000,Carlton v Geelong,Princes Park,1928.0
