, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,289055,11,26278,319343.0,11.0,29031.0,608398.0,22.0,27654.0,,,
1,Collingwood,344889,11,31354,377092.0,11.0,34281.0,721981.0,22.0,32817.0,99771.0,1.0,99771.0
2,Essendon,181274,11,16479,208872.0,11.0,18988.0,390146.0,22.0,17734.0,,,
3,Fitzroy,167454,11,15223,188069.0,11.0,17097.0,355523.0,22.0,16160.0,,,
4,Footscray,190546,11,17322,225999.0,11.0,20545.0,416545.0,22.0,18934.0,,,
5,Geelong,182032,11,16548,196120.0,11.0,17829.0,378152.0,22.0,17189.0,,,
6,Hawthorn,200555,11,18232,293647.0,11.0,26695.0,494202.0,22.0,22464.0,218014.0,2.0,109007.0
7,Melbourne,402499,11,36591,229838.0,11.0,20894.0,632337.0,22.0,28743.0,,,
8,North Melbourne,121453,11,11041,157301.0,11.0,14300.0,278754.0,22.0,12671.0,,,
9,Richmond,412865,11,37533,264738.0,11.0,24067.0,677603.0,22.0,30800.0,202265.0,2.0,101133.0
10,South Melbourne,157663,11,14333,182682.0,11.0,16607.0,340345.0,22.0,15470.0,,,
11,St Kilda,255872,11,23261,262456.0,11.0,23860.0,518328.0,22.0,23560.0,320508.0,3.0,106836.0
12,Totals,Home & Away:2906157 (22016),Finals:420279 (105070) ,Overall:3326436 (24459),,,,,,,,,
