, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,464870,10,46487,308195.0,11.0,28018.0,773065.0,21.0,36813.0,131751.0,2.0,65876.0
1,Brisbane Lions,206911,11,18810,260449.0,11.0,23677.0,467360.0,22.0,21244.0,,,
2,Carlton,423018,11,38456,337037.0,11.0,30640.0,760055.0,22.0,34548.0,,,
3,Collingwood,519844,11,47259,534200.0,11.0,48564.0,1054044.0,22.0,47911.0,,,
4,Essendon,467552,11,42505,426783.0,11.0,38798.0,894335.0,22.0,40652.0,,,
5,Fremantle,398307,11,36210,293400.0,11.0,26673.0,691707.0,22.0,31441.0,81579.0,2.0,40790.0
6,Geelong,325403,11,29582,394657.0,10.0,39466.0,720060.0,21.0,34289.0,,,
7,Gold Coast,135966,11,12361,258250.0,11.0,23477.0,394216.0,22.0,17919.0,,,
8,Greater Western Sydney,118651,11,10786,283367.0,11.0,25761.0,402018.0,22.0,18274.0,,,
9,Hawthorn,424884,11,38626,475033.0,11.0,43185.0,899917.0,22.0,40905.0,253682.0,4.0,63421.0
10,Melbourne,276802,11,25164,377030.0,11.0,34275.0,653832.0,22.0,29720.0,,,
11,North Melbourne,282417,11,25674,326557.0,11.0,29687.0,608974.0,22.0,27681.0,164428.0,3.0,54809.0
12,Port Adelaide,472220,11,42929,265429.0,11.0,24130.0,737649.0,22.0,33530.0,,,
13,Richmond,548642,11,49877,505712.0,11.0,45974.0,1054354.0,22.0,47925.0,90186.0,1.0,90186.0
14,St Kilda,285232,11,25930,304789.0,11.0,27708.0,590021.0,22.0,26819.0,,,
15,Sydney,346735,11,31521,354293.0,11.0,32208.0,701028.0,22.0,31865.0,71233.0,2.0,35617.0
16,West Coast,395860,11,35987,309580.0,11.0,28144.0,705440.0,22.0,32065.0,184375.0,3.0,61458.0
17,Western Bulldogs,258264,11,23479,336817.0,11.0,30620.0,595081.0,22.0,27049.0,60872.0,1.0,60872.0
18,Totals,Home & Away:6351578 (32242),Finals:519053 (57673) ,Overall:6870631 (33353),,,,,,,,,
