,0,1,2,3
0,Highest Home & Away Crowds,,,
1,88395,Essendon v Collingwood,M.C.G.,2015.0
2,83804,Richmond v Essendon,M.C.G.,2015.0
3,83493,Carlton v Richmond,M.C.G.,2015.0
4,75880,Collingwood v Hawthorn,M.C.G.,2015.0
5,73584,Hawthorn v Geelong,M.C.G.,2015.0
6,71759,Carlton v Collingwood,M.C.G.,2015.0
7,66305,Hawthorn v Richmond,M.C.G.,2015.0
8,66120,Melbourne v Collingwood,M.C.G.,2015.0
9,63319,Hawthorn v Sydney,M.C.G.,2015.0
10,63178,Collingwood v Richmond,M.C.G.,2015.0
11,62500,Hawthorn v Essendon,M.C.G.,2015.0
12,59866,Essendon v Hawthorn,M.C.G.,2015.0
13,59034,Richmond v Collingwood,M.C.G.,2015.0
14,58175,Richmond v Melbourne,M.C.G.,2015.0
15,55802,Geelong v Hawthorn,M.C.G.,2015.0
16,54854,Carlton v Essendon,M.C.G.,2015.0
17,53518,Port Adelaide v Adelaide,Adelaide Oval,2015.0
18,52564,Richmond v Carlton,M.C.G.,2015.0
19,52460,Adelaide v West Coast,Adelaide Oval,2015.0
20,52152,Collingwood v Geelong,M.C.G.,2015.0
