, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,353362,11,32124,334984.0,11.0,30453.0,688346.0,22.0,31288.0,65881.0,1.0,65881.0
1,Collingwood,358482,11,32589,443697.0,11.0,40336.0,802179.0,22.0,36463.0,,,
2,Essendon,315673,11,28698,331565.0,11.0,30142.0,647238.0,22.0,29420.0,321088.0,4.0,80272.0
3,Fitzroy,210117,11,19102,242995.0,11.0,22090.0,453112.0,22.0,20596.0,139378.0,2.0,69689.0
4,Footscray,208576,11,18961,241131.0,11.0,21921.0,449707.0,22.0,20441.0,,,
5,Geelong,209728,11,19066,235653.0,11.0,21423.0,445381.0,22.0,20245.0,,,
6,Hawthorn,222218,11,20202,224128.0,11.0,20375.0,446346.0,22.0,20288.0,209683.0,3.0,69894.0
7,Melbourne,362145,11,32922,262584.0,11.0,23871.0,624729.0,22.0,28397.0,,,
8,North Melbourne,207354,11,18850,253374.0,11.0,23034.0,460728.0,22.0,20942.0,104848.0,2.0,52424.0
9,Richmond,415669,11,37788,266468.0,11.0,24224.0,682137.0,22.0,31006.0,,,
10,St Kilda,222084,11,20189,197350.0,11.0,17941.0,419434.0,22.0,19065.0,,,
11,Sydney,132170,11,12015,183649.0,11.0,16695.0,315819.0,22.0,14355.0,,,
12,Totals,Home & Away:3217578 (24376),Finals:420439 (70073) ,Overall:3638017 (26362),,,,,,,,,
