, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,304034,11,27639,329468.0,11.0,29952.0,633502.0,22.0,28796.0,126581.0,2.0,63291.0
1,Collingwood,354026,11,32184,358891.0,11.0,32626.0,712917.0,22.0,32405.0,218178.0,3.0,72726.0
2,Essendon,277449,11,25223,296181.0,11.0,26926.0,573630.0,22.0,26074.0,242749.0,3.0,80916.0
3,Fitzroy,181620,11,16511,215490.0,11.0,19590.0,397110.0,22.0,18050.0,73994.0,1.0,73994.0
4,Footscray,201212,11,18292,212152.0,11.0,19287.0,413364.0,22.0,18789.0,,,
5,Geelong,226346,11,20577,256064.0,11.0,23279.0,482410.0,22.0,21928.0,,,
6,Hawthorn,221338,11,20122,240226.0,11.0,21839.0,461564.0,22.0,20980.0,225146.0,3.0,75049.0
7,Melbourne,296018,11,26911,245117.0,11.0,22283.0,541135.0,22.0,24597.0,,,
8,North Melbourne,194910,11,17719,193946.0,11.0,17631.0,388856.0,22.0,17675.0,,,
9,Richmond,367811,11,33437,241150.0,11.0,21923.0,608961.0,22.0,27680.0,,,
10,St Kilda,189037,11,17185,185324.0,11.0,16848.0,374361.0,22.0,17016.0,,,
11,Sydney,137446,11,12495,177238.0,11.0,16113.0,314684.0,22.0,14304.0,,,
12,Totals,Home & Away:2951247 (22358),Finals:443324 (73887) ,Overall:3394571 (24598),,,,,,,,,
