,0,1,2,3
0,Highest Home & Away Crowds,,,
1,70899,Richmond v Collingwood,M.C.G.,1984.0
2,68082,Carlton v Collingwood,Waverley Park,1984.0
3,62339,Collingwood v Hawthorn,Waverley Park,1984.0
4,55141,Richmond v Essendon,M.C.G.,1984.0
5,48218,Collingwood v Carlton,Waverley Park,1984.0
6,46753,Essendon v Melbourne,Waverley Park,1984.0
7,45810,Richmond v Carlton,M.C.G.,1984.0
8,43912,Melbourne v Richmond,M.C.G.,1984.0
9,41079,Melbourne v Carlton,M.C.G.,1984.0
10,39926,Essendon v Geelong,Waverley Park,1984.0
11,38183,Richmond v Geelong,M.C.G.,1984.0
12,36504,North Melbourne v Carlton,Waverley Park,1984.0
13,32741,Collingwood v Melbourne,Victoria Park,1984.0
14,32701,Collingwood v Essendon,Victoria Park,1984.0
15,31944,Carlton v Hawthorn,Princes Park,1984.0
16,31847,Melbourne v Collingwood,M.C.G.,1984.0
17,31675,Geelong v Essendon,Waverley Park,1984.0
18,31609,Hawthorn v Geelong,Waverley Park,1984.0
19,31535,Melbourne v Essendon,Waverley Park,1984.0
20,31259,Hawthorn v Richmond,Waverley Park,1984.0
