,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,10030,Kangaroos v Port Adelaide,Manuka Oval,2001.0
2,10958,Kangaroos v St Kilda,Manuka Oval,2001.0
3,12566,Melbourne v Fremantle,Docklands,2001.0
4,13117,Kangaroos v Collingwood,Manuka Oval,2001.0
5,14018,St Kilda v Port Adelaide,Docklands,2001.0
6,14298,Geelong v Kangaroos,Kardinia Park,2001.0
7,15111,Western Bulldogs v Fremantle,Docklands,2001.0
8,15136,Fremantle v Brisbane Lions,Subiaco,2001.0
9,15622,Carlton v Fremantle,Princes Park,2001.0
10,15961,Fremantle v Port Adelaide,Subiaco,2001.0
11,16595,Hawthorn v Fremantle,Docklands,2001.0
12,17460,Hawthorn v Adelaide,York Park,2001.0
13,17566,Melbourne v Adelaide,M.C.G.,2001.0
14,18023,Kangaroos v Fremantle,Docklands,2001.0
15,18736,Geelong v Port Adelaide,Kardinia Park,2001.0
16,19496,St Kilda v West Coast,Docklands,2001.0
17,19535,Fremantle v Adelaide,Subiaco,2001.0
18,19626,Fremantle v Richmond,Subiaco,2001.0
19,19649,Western Bulldogs v Port Adelaide,Docklands,2001.0
20,19757,Carlton v West Coast,Princes Park,2001.0
